#,Listing ID,Listing Class,Street Number,Street Name,Municipality,Community,List Price,Sold Price,Type,Style,Bed Room,Extra Space,Wash Room,Family Room,Kitchen,Garage Type,A/C,Heat Type,Contract Date,Sold Date,List Brokerage
144,W6135632,Sld,212,Valleyway,Brampton,Credit Valley,1400000,1300000,Detached,2-Storey,4,2,5,Y,1,Double Car,Cen,Gas,2023-06-12,2023-06-17,IPRO REALTY
145,W6112052,Sld,78,Abitibi,Brampton,Sandringham,1448800,1640000,Detached,2-Storey,5,2,5,Y,1,Double Car,Cen,Gas,2023-06-07,2023-06-12,HOMELIFE SI
146,W6051584,Sld,7,Hyatt,Brampton,Northwood,1449000,1417000,Detached,2-Storey,4,1,4,Y,1,Double Car,Cen,Gas,2023-05-26,2023-06-18,CENTURY 21
147,W5949616,Sld,102,Enford,Brampton,Northwest,1449999,1443000,Detached,2-Storey,4,0,3,Y,1,Double Car,Cen,Gas,2023-05-04,2023-05-09,CITYSCAPE R
148,W5985807,Sld,33,Haverstock,Brampton,Northwest,1449999,1510000,Detached,2-Storey,4,1,4,N,1,Double Car,Cen,Gas,2023-03-23,2023-05-01,RE/MAX ROYA
149,W6109880,Sld,23,Virginia,Brampton,Snelgrove,1450000,1425000,Detached,2-Storey,4,0,3,Y,1,Double Car,Cen,Gas,2023-06-07,2023-06-12,RE/MAX REAL
150,W5997771,Sld,24,Cobblehill,Brampton,Brampton E,1459000,1448100,Detached,2-Storey,4,1,4,Y,1,Double Car,Cen,Gas,2023-03-30,2023-04-03,ROYAL STAR
151,W6165836,Sld,45,Robertson,Brampton,Snelgrove,1469900,1430000,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2023-06-16,2023-06-21,IPRO REALTY
152,W6029997,Sld,43,Bellcrest,Brampton,Credit Valley,1489000,1455000,Detached,2-Storey,4,0,4,Y,1,Double Car,Cen,Gas,2023-04-16,2023-05-05,RE/MAX ABOU
153,W6139460,Sld,33,Parity,Brampton,Credit Valley,1489000,1569000,Detached,2-Storey,4,2,5,Y,1,Double Car,Cen,Gas,2023-06-12,2023-06-21,RE/MAX PREM
154,W6188872,Sld,18,Wonder,Brampton,Vales of Caclemore,1489000,1485000,Detached,2-Storey,5,1,4,Y,1,Double Car,Cen,Gas,2023-06-21,2023-06-26,HOMELIFE SU
155,W5983433,Sld,34,Long Meado,Brampton,Brampton E,1499000,1425000,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2023-03-22,2023-04-12,AXIS REALTY
156,W6019856,Sld,29,Mario,Brampton,Brampton E,1499000,1499000,Detached,2-Storey,4,1,4,Y,1,Double Car,Cen,Gas,2023-05-19,2023-05-24,INTERCITY R
157,W6052211,Sld,1,Zimmer,Brampton,Gore Industrial,1499000,1545000,Detached,2-Storey,4,3,4,Y,1,Double Car,Cen,Gas,2023-04-28,2023-05-05,RE/MAX REAL
158,W6122628,Sld,14,Merrimac,Brampton,Brampton W,1499000,1610000,Detached,2-Storey,4,0,4,N,1,Double Car,Cen,Gas,2023-06-08,2023-06-10,HOMELIFE MA
159,W6158996,Sld,24,Lone Rock,Brampton,Brampton E,1499000,1480000,Detached,2-Storey,4,0,4,Y,1,Double Car,Cen,Gas,2023-06-15,2023-06-23,PROPERLY
160,W6036833,Sld,38,Lockport,Brampton,Brampton E,1499900,1640000,Detached,2-Storey,4,0,4,Y,1,Double Car,Cen,Gas,2023-04-19,2023-04-25,RE/MAX GOLD
161,W6042715,Sld,5,Hampton Sp,Brampton,Brampton E,1499900,1565000,Detached,2-Storey,4,0,4,Y,1,Double Car,Cen,Gas,2023-04-22,2023-04-28,RE/MAX REAL
162,W6054287,Sld,25,Cobriza,Brampton,Northwest,1499900,1485000,Detached,2-Storey,4,0,4,Y,1,Double Car,Cen,Gas,2023-04-29,2023-05-02,RE/MAX GOLD
163,W6129660,Sld,12,Hawkridge,Brampton,Brampton E,1499900,1635000,Detached,2-Storey,4,2,5,Y,1,Double Car,Cen,Gas,2023-06-09,2023-06-14,RE/MAX GOLD
164,W6022540,Sld,46,Lilly,Brampton,Brampton S,1499911,1625000,Detached,2-Storey,5,3,6,Y,1,Double Car,Cen,Gas,2023-05-19,2023-05-31,ROYAL LEPAG
165,W5990296,Sld,17,Lightcatch,Brampton,Brampton E,1499989,1786000,Detached,2-Storey,5,3,6,Y,1,Double Car,Cen,Gas,2023-05-14,2023-05-22,WELCOME HOM
166,W6141980,Sld,47,River Rock,Brampton,Fletcher's Creek,1499990,1600000,Detached,2-Storey,4,3,5,Y,1,Double Car,Cen,Gas,2023-06-13,2023-06-17,HOMELIFE/MI
167,W5922060,Sld,6,Mussle Whi,Brampton,Brampton W,1499999,1575000,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2023-04-29,2023-05-01,RE/MAX REAL
168,W5939312,Sld,24,Gainsford,Brampton,Credit Valley,1529000,1660000,Detached,2-Storey,4,2,5,Y,1,Double Car,Cen,Gas,2023-05-04,2023-05-09,RE/MAX REAL
169,W6151992,Sld,20,Cultivar,Brampton,Vales of Caclemore,1539900,1533500,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2023-06-14,2023-06-15,UPSTATE REA
170,W5908656,Sld,11,Twin Falls,Brampton,Brampton W,1549900,1550000,Detached,2-Storey,4,1,5,Y,1,Double Car,Cen,Gas,2023-04-13,2023-04-14,RE/MAX ABOU
171,W6015573,Sld,42,Sleighthol,Brampton,Brampton E,1549900,1500000,Detached,2-Storey,4,2,5,Y,1,Double Car,Cen,Gas,2023-04-08,2023-04-12,RE/MAX REAL
172,W6207352,Sld,44,Slipneedle,Brampton,Gore Industrial,1549900,1675000,Detached,2-Storey,4,2,6,Y,1,Double Car,Cen,Gas,2023-06-24,2023-06-29,RE/MAX GOLD
173,W5947176,Sld,6,Mountland,Brampton,Brampton E,1579900,1575000,Detached,2-Storey,4,2,6,Y,1,Double Car,Cen,Gas,2023-05-05,2023-05-10,RE/MAX GOLD
174,W6012793,Sld,19,Falling Ro,Brampton,Sandringham,1589000,1560000,Detached,2-Storey,4,2,5,Y,1,Double Car,Cen,Gas,2023-04-06,2023-04-11,RIGHT AT HO
175,W5988563,Sld,26,Herrick,Brampton,Northwest,1589900,1520000,Detached,2-Storey,4,0,4,Y,1,Double Car,Cen,Gas,2023-03-24,2023-04-14,RIGHT AT HO
176,W5988733,Sld,18,Seascape,Brampton,Brampton E,1599000,1490000,Detached,2-Storey,4,1,3,Y,1,Double Car,Cen,Gas,2023-03-25,2023-05-06,RE/MAX REAL
177,W6179896,Sld,48,Maplehurst,Brampton,Heart Lake,899999,984000,Detached,Sidesplit,4,0,2,Y,1,Double Car,Cen,Gas,2023-06-20,2023-06-26,RE/MAX GOLD
178,W5920540,Sld,24,Nepean,Brampton,Westgate,962000,951000,Detached,2-Storey,3,0,4,N,1,Double Car,Cen,Gas,2023-04-28,2023-05-05,ROYAL LEPAG
179,W5907784,Sld,60,Nectarine,Brampton,Westgate,979000,990000,Detached,Bungalow-Raised,3,1,3,Y,1,Double Car,Cen,Gas,2023-04-12,2023-04-17,RIGHT AT HO
180,W5986685,Sld,12,Linkdale,Brampton,Brampton N,979900,950000,Detached,Bungalow-Raised,3,0,2,Y,1,Double Car,Cen,Gas,2023-03-24,2023-04-01,IPRO REALTY
181,W6115436,Sld,29,Blue Lake,Brampton,Fletcher's Creek,990000,1151000,Detached,2-Storey,3,1,4,N,1,Double Car,Cen,Gas,2023-06-07,2023-06-12,RE/MAX GOLD
182,W6117612,Sld,26,Palermo,Brampton,Heart Lake,998000,1070000,Detached,2-Storey,3,1,4,N,1,Double Car,Cen,Gas,2023-06-08,2023-06-12,ROYAL HERIT
183,W5939132,Sld,41,Mara,Brampton,Downtown Brampton,999000,1430000,Detached,Backsplit,4,2,4,Y,1,Double Car,Cen,Gas,2023-05-04,2023-05-09,ROYAL LEPAG
184,W6007316,Sld,16,Culture,Brampton,Fletcher's Creek,999000,1265000,Detached,2-Storey,4,1,4,Y,1,Double Car,Cen,Gas,2023-05-17,2023-05-19,RE/MAX REAL
185,W6053135,Sld,15,Galveston,Brampton,Fletcher's Creek,999000,1251000,Detached,2-Storey,4,1,5,Y,1,Double Car,Cen,Gas,2023-04-28,2023-05-02,RIGHT AT HO
186,W6049755,Sld,89,Masters Gr,Brampton,Snelgrove,999123,1281000,Detached,2-Storey,3,1,4,Y,1,Double Car,Cen,Gas,2023-04-26,2023-05-08,HOMELIFE SI
187,W5922512,Sld,70,Curtis,Brampton,Brampton S,999555,1150000,Detached,Bungalow-Raised,3,0,2,N,1,Double Car,Cen,Gas,2023-04-29,2023-05-04,ROYAL LEPAG
188,W5908216,Sld,39,Charleswoo,Brampton,Fletcher's Creek,999900,1080000,Detached,2-Storey,3,1,4,N,1,Double Car,Cen,Gas,2023-04-13,2023-04-20,CENTURY 21
189,W5929604,Sld,78,Church,Brampton,Downtown Brampton,999900,1201000,Detached,Sidesplit,4,1,4,Y,1,Double Car,Cen,Gas,2023-05-02,2023-05-13,HOMELIFE SI
190,W5999927,Sld,11,Nuffield,Brampton,Westgate,999900,1081000,Detached,2-Storey,4,0,3,Y,1,Double Car,Cen,Gas,2023-03-31,2023-04-01,"JN REALTY,"
191,W6024023,Sld,21,Thornbush,Brampton,Northwest,999900,1183300,Detached,2-Storey,3,1,4,Y,1,Double Car,Cen,Gas,2023-04-13,2023-04-19,ROYAL LEPAG
192,W6029449,Sld,21,Claypine,Brampton,Brampton N,999900,1080000,Detached,Backsplit,4,0,2,Y,1,Double Car,Cen,Gas,2023-04-15,2023-04-16,RE/MAX REAL
193,W6041011,Sld,115,Binder Twi,Brampton,Fletcher's Creek,999900,1305000,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2023-04-21,2023-04-26,HOMELIFE/MI
194,W6045008,Sld,31,Markham,Brampton,Central Park,999900,1167000,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2023-05-25,2023-06-03,PSR
195,W6131072,Sld,29,Legend,Brampton,Fletcher's Creek,999900,1280000,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2023-06-09,2023-06-16,RE/MAX MILL
196,W6163380,Sld,200,Van Scott,Brampton,Northwest,999900,1025000,Detached,Bungalow-Raised,2,0,2,Y,1,Double Car,Cen,Gas,2023-06-16,2023-06-18,RE/MAX REAL
197,W6191860,Sld,16,Neptune,Brampton,Westgate,999900,1330000,Detached,2-Storey,4,2,4,N,1,Double Car,Cen,Gas,2023-06-22,2023-06-28,RIGHT AT HO
198,W6215444,Sld,130,Royal Orch,Brampton,Brampton W,999900,1025000,Detached,2-Storey,4,1,3,Y,1,Double Car,Cen,Gas,2023-06-26,2023-06-29,SOURCE 4 RE
199,W6043065,Sld,36,Dalzell,Brampton,Heart Lake,999988,1147000,Detached,Backsplit,4,2,4,Y,1,Double Car,Cen,Gas,2023-04-21,2023-04-23,SUTTON GROU
200,W6037569,Sld,4,Natalie,Brampton,Westgate,999999,1100000,Detached,2-Storey,4,1,4,Y,1,Double Car,Cen,Gas,2023-04-20,2023-04-20,ACCSELL REA
201,W6046736,Sld,66,Nectarine,Brampton,Westgate,999999,1150000,Detached,Bungalow-Raised,3,2,4,Y,1,Double Car,Cen,Gas,2023-05-22,2023-05-29,SPECTRUM RE
202,W6018828,Sld,246,Van Scott,Brampton,Northwest,1049000,995000,Detached,Bungalow-Raised,2,1,2,N,1,Double Car,Cen,Gas,2023-05-19,2023-06-02,RE/MAX MILL
203,W6008191,Sld,50,Linkdale,Brampton,Brampton N,1049900,1050000,Detached,Bungalow-Raised,3,1,2,N,1,Double Car,Cen,Gas,2023-04-04,2023-04-14,CENTURY 21
204,W6014145,Sld,53,Newark,Brampton,Fletcher's Creek,1049900,1100000,Detached,2-Storey,4,0,3,Y,1,Double Car,Cen,Gas,2023-04-07,2023-04-07,ROYAL LEPAG
205,W6016916,Sld,24,Split Rail,Brampton,Fletcher's Creek,1049900,1170000,Detached,2-Storey,3,1,4,Y,1,Double Car,Cen,Gas,2023-05-19,2023-05-29,RE/MAX REAL
206,W6004424,Sld,77,Masters Gr,Brampton,Snelgrove,1095000,1350000,Detached,2-Storey,4,1,4,Y,1,Double Car,Cen,Gas,2023-05-17,2023-05-23,RE/MAX HALL
207,W5998408,Sld,4,Fireside,Brampton,Fletcher's Creek,1099000,1130000,Detached,2-Storey,3,1,4,Y,1,Double Car,Cen,Gas,2023-05-15,2023-05-26,CENTURY 21
208,W5964444,Sld,66,Jill,Brampton,Northgate,1099900,1280000,Detached,2-Storey,4,1,4,Y,1,Double Car,Cen,Gas,2023-05-09,2023-05-14,RE/MAX GOLD
209,W6071476,Sld,4,Henry Vers,Brampton,Fletcher's Creek,1099900,1164786,Detached,2-Storey,4,2,3,Y,1,Double Car,Cen,Gas,2023-05-31,2023-06-05,KELLER WILL
210,W6017797,Sld,35,Oleander,Brampton,Heart Lake,1099999,1110000,Detached,2-Storey,3,2,4,Y,1,Double Car,Cen,Gas,2023-04-10,2023-04-16,CENTURY 21
211,W6024863,Sld,108,Williamson,Brampton,Fletcher's Creek,1129900,1160000,Detached,2-Storey,4,0,3,Y,1,Double Car,Cen,Gas,2023-04-12,2023-04-18,RE/MAX GOLD
212,W5928411,Sld,22,Edenvalley,Brampton,Fletcher's Creek,1149000,1061000,Detached,2-Storey,3,0,3,N,1,Double Car,Cen,Gas,2023-02-23,2023-04-21,CENTURY 21
213,W6024153,Sld,36,Portstewar,Brampton,Credit Valley,1149000,1140000,Detached,2-Storey,3,2,4,Y,2,Double Car,Cen,Gas,2023-04-13,2023-04-28,RE/MAX REAL
214,W6007196,Sld,15,Dunvegan,Brampton,Fletcher's Creek,1149900,1100000,Detached,2-Storey,3,0,3,N,1,Double Car,Cen,Gas,2023-05-17,2023-05-21,RE/MAX CROS
215,W6130176,Sld,19,Gold Tree,Brampton,Sandringham,1149900,1251000,Detached,2-Storey,4,0,3,Y,1,Double Car,Cen,Gas,2023-06-09,2023-06-11,EXP REALTY
216,W6046349,Sld,28,Grand Circ,Brampton,Brampton S,1150000,1230000,Detached,Sidesplit,4,0,3,Y,1,Double Car,Cen,Gas,2023-04-25,2023-04-28,RE/MAX REAL
217,W6085640,Sld,104,Kilrea,Brampton,Credit Valley,1155000,1155000,Detached,2-Storey,3,1,3,Y,1,Double Car,Cen,Gas,2023-06-01,2023-06-03,KELLER WILL
218,W6022772,Sld,35,Hybrid,Brampton,Northwest,1179000,1290000,Detached,2-Storey,3,2,4,Y,1,Double Car,Cen,Gas,2023-05-19,2023-05-27,HOMELIFE MA
219,W6116972,Sld,4,Four Seaso,Brampton,Fletcher's Creek,1179900,1160000,Detached,2-Storey,4,1,4,Y,1,Double Car,Cen,Gas,2023-06-08,2023-06-22,RE/MAX REAL
220,W5931800,Sld,4,Locarno,Brampton,Sandringham,1199000,1470000,Detached,2-Storey,4,2,5,Y,1,Double Car,Cen,Gas,2023-05-03,2023-05-08,CENTURY 21
221,W5973581,Sld,6,Mistycreek,Brampton,Fletcher's Creek,1199000,1174000,Detached,2-Storey,3,1,4,Y,1,Double Car,Cen,Gas,2023-03-17,2023-04-12,INDEX REALT
222,W5999981,Sld,20,Tawnberry,Brampton,Fletcher's Creek,1199000,1285000,Detached,2-Storey,4,0,3,Y,1,Double Car,Cen,Gas,2023-03-31,2023-04-02,RE/MAX REAL
223,W6009329,Sld,77,Sir Jacobs,Brampton,Fletcher's Creek,1199000,1405000,Detached,2-Storey,5,2,4,Y,1,Double Car,Cen,Gas,2023-04-05,2023-04-07,CENTURY 21
224,W6048396,Sld,10,Millsborou,Brampton,Brampton E,1199000,1412000,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2023-05-25,2023-06-03,RE/MAX CHAM
225,W6184956,Sld,32,Belinda,Brampton,Fletcher's Creek,1199500,1266000,Detached,2-Storey,4,1,4,Y,1,Double Car,Cen,Gas,2023-06-21,2023-06-30,RE/MAX REAL
226,W5991796,Sld,83,Earlsbridg,Brampton,Fletcher's Creek,1199900,1405000,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2023-05-15,2023-05-22,RE/MAX GOLD
227,W6022219,Sld,9,Oblate,Brampton,Brampton W,1199900,1405100,Detached,2-Storey,4,0,3,N,1,Double Car,Cen,Gas,2023-04-12,2023-04-16,RE/MAX REAL
228,W6054223,Sld,47,Snapdragon,Brampton,Brampton E,1199900,1355000,Detached,2-Storey,4,0,3,Y,1,Double Car,Cen,Gas,2023-04-29,2023-05-10,RE/MAX REAL
229,W6077972,Sld,305,Edenbrook,Brampton,Fletcher's Creek,1199900,1345000,Detached,2-Storey,4,1,4,Y,1,Double Car,Cen,Gas,2023-06-01,2023-06-10,RE/MAX REAL
230,W6093012,Sld,31,Fallstar,Brampton,Fletcher's Creek,1199900,1280000,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2023-06-02,2023-06-09,REDBUYERS R
231,W5996099,Sld,63,Oblate,Brampton,Brampton W,1199990,1350000,Detached,2-Storey,4,0,3,Y,1,Double Car,Cen,Gas,2023-03-29,2023-04-02,HARVEY KALL
232,W5903688,Sld,25,Freesia,Brampton,Northwest,1199999,1190000,Detached,2-Storey,3,0,3,Y,1,Double Car,Cen,Gas,2023-04-05,2023-04-07,RE/MAX REAL
233,W6044100,Sld,3,Ness,Brampton,Brampton W,1199999,1355000,Detached,2-Storey,4,1,4,Y,1,Double Car,Cen,Gas,2023-05-25,2023-06-03,RE/MAX REAL
234,W6072172,Sld,22,Ryegrass,Brampton,Snelgrove,1199999,1380000,Detached,2-Storey,4,1,4,Y,1,Double Car,Cen,Gas,2023-05-31,2023-06-16,RE/MAX REAL
235,W5998504,Sld,268,Cresthaven,Brampton,Snelgrove,1200000,1275000,Detached,2-Storey,4,0,3,Y,1,Double Car,Cen,Gas,2023-05-16,2023-05-24,CENTURY 21
236,W6012048,Sld,21,Chiltern,Brampton,Avondale,1225000,1225000,Detached,Sidesplit,3,1,2,Y,1,Double Car,Cen,Gas,2023-05-17,2023-05-17,RE/MAX REAL
237,W6078036,Sld,38,Parkside,Brampton,Brampton S,1229000,1220000,Detached,2-Storey,4,1,4,Y,1,Double Car,Cen,Gas,2023-06-01,2023-06-27,CENTURY 21
238,W5975720,Sld,78,Baybrook,Brampton,Snelgrove,1239900,1239900,Detached,2-Storey,3,0,4,N,1,Double Car,Cen,Gas,2023-05-11,2023-05-12,RE/MAX WEST
239,W6021281,Sld,86,River Rock,Brampton,Fletcher's Creek,1239900,1240500,Detached,2-Storey,3,1,3,Y,1,Double Car,Cen,Gas,2023-04-12,2023-04-17,RE/MAX CHAM
240,W6009955,Sld,70,Earl Grey,Brampton,Fletcher's Creek,1249000,1258000,Detached,2-Storey,3,2,4,Y,1,Double Car,Cen,Gas,2023-04-05,2023-04-13,HOMELIFE SI
241,W6028987,Sld,133,Barleyfiel,Brampton,Sandringham,1249000,1337500,Detached,2-Storey,4,3,4,N,1,Double Car,Cen,Gas,2023-04-14,2023-04-18,SUTTON GROU
242,W5512223,Sld,80,Ecclestone,Brampton,Brampton W,899000,1120000,Detached,2-Storey,3,0,3,Y,1,Double Car,Cen,Gas,2022-02-24,2022-02-28,IPRO REALTY
243,W5530567,Sld,7,Winners,Brampton,Northwest,990900,1404700,Detached,Bungalow-Raised,3,2,3,Y,1,Double Car,Cen,Gas,2022-03-09,2022-03-13,ROYAL HERIT
244,W5490543,Sld,64,Tanager,Brampton,Heart Lake,999000,1455000,Detached,Backsplit,4,1,2,Y,1,Double Car,Cen,Gas,2022-02-04,2022-02-07,RE/MAX REAL
245,W5519830,Sld,36,Valonia,Brampton,Brampton N,999000,1400000,Detached,2-Storey,3,1,4,Y,1,Double Car,Cen,Gas,2022-03-02,2022-03-07,RE/MAX REAL
246,W5466375,Sld,19,Emmett,Brampton,Fletcher's Creek,999900,1320000,Detached,2-Storey,3,1,3,Y,1,Double Car,Cen,Gas,2022-01-06,2022-01-06,SAVE MAX PR
247,W5467424,Sld,62,Brentcliff,Brampton,Fletcher's Creek,999900,1400000,Detached,2-Storey,3,1,4,Y,1,Double Car,Cen,Gas,2022-01-08,2022-01-10,SAVE MAX PR
248,W5496857,Sld,72,Metzak,Brampton,Heart Lake,999900,1281000,Detached,2-Storey,3,1,3,N,1,Double Car,Cen,Gas,2022-02-10,2022-02-11,RE/MAX REAL
249,W5516099,Sld,69,Lakecrest,Brampton,Heart Lake,999900,1400000,Detached,Backsplit,4,1,3,Y,1,Double Car,Cen,Gas,2022-02-28,2022-03-02,ROYAL LEPAG
250,W5474234,Sld,30,Milford,Brampton,Central Park,999999,1410000,Detached,2-Storey,4,0,3,Y,1,Double Car,Cen,Gas,2022-01-17,2022-01-20,IPRO REALTY
251,W5507748,Sld,136,Springview,Brampton,Brampton W,999999,1430000,Detached,2-Storey,3,2,4,Y,1,Double Car,Cen,Gas,2022-02-19,2022-03-09,RE/MAX REAL
252,W5469813,Sld,315,Mill,Brampton,Brampton S,1050000,1360000,Detached,Backsplit,4,0,2,Y,1,Double Car,Cen,Gas,2022-01-11,2022-01-15,CENTURY 21
253,W5458367,Sld,19,Brookview,Brampton,Brampton W,1089000,1290000,Detached,2-Storey,3,1,3,N,1,Double Car,Cen,Gas,2021-12-18,2022-01-02,HOMELIFE/MI
254,W5523768,Sld,104,Buick,Brampton,Fletcher's Creek,1098000,1310000,Detached,2-Storey,3,0,3,N,1,Double Car,Cen,Gas,2022-03-04,2022-03-13,RE/MAX REAL
255,W5472722,Sld,104,Hood,Brampton,Fletcher's Creek,1099000,1353000,Detached,Bungalow-Raised,3,2,3,Y,1,Double Car,Cen,Gas,2022-01-14,2022-01-17,RE/MAX REAL
256,W5489567,Sld,21,Pacific Wi,Brampton,Sandringham,1099000,1486000,Detached,2-Storey,3,1,4,N,1,Double Car,Cen,Gas,2022-02-03,2022-02-11,KELLER WILL
257,W5511218,Sld,52,Maplehurst,Brampton,Heart Lake,1099000,1290000,Detached,Backsplit,3,1,2,Y,1,Double Car,Cen,Gas,2022-02-23,2022-03-03,CENTURY 21
258,W5534608,Sld,59,Abell,Brampton,Madoc,1099000,1350000,Detached,Bungalow-Raised,3,2,3,N,1,Double Car,Cen,Gas,2022-03-13,2022-03-16,IPRO REALTY
259,W5543247,Sld,65,Trailside,Brampton,Bramalea N,1099000,1382200,Detached,Backsplit,3,1,4,Y,1,Double Car,Cen,Gas,2022-03-21,2022-03-23,RE/MAX MILL
260,W5467294,Sld,76,Willow Par,Brampton,Sandringham,1099900,1475000,Detached,2-Storey,4,2,4,Y,2,Double Car,Cen,Gas,2022-01-07,2022-01-07,DONE DEAL R
261,W5503446,Sld,71,Upper High,Brampton,Heart Lake,1099900,1652710,Detached,2-Storey,4,0,3,Y,1,Double Car,Cen,Gas,2022-02-16,2022-02-23,YOUR HOME T
262,W5512415,Sld,15,Blue Lake,Brampton,Fletcher's Creek,1099999,1201000,Detached,2-Storey,3,0,3,N,1,Double Car,Cen,Gas,2022-02-24,2022-02-28,ROYAL LEPAG
263,W5491042,Sld,20,National,Brampton,Snelgrove,1135000,1635000,Detached,2-Storey,3,1,3,Y,1,Double Car,Cen,Gas,2022-02-04,2022-02-10,"EXP REALTY,"
264,W5493454,Sld,44,Maplehurst,Brampton,Heart Lake,1149000,1295000,Detached,Backsplit,4,1,3,Y,1,Double Car,Cen,Gas,2022-02-07,2022-03-28,HOMELIFE SI
265,W5474464,Sld,168,Dumfries,Brampton,Heart Lake,1149900,1345000,Detached,2-Storey,3,1,4,Y,1,Double Car,Cen,Gas,2022-01-18,2022-01-26,HOMELIFE SI
266,W5505063,Sld,28,Humberside,Brampton,Snelgrove,1149900,1225000,Detached,Bungalow-Raised,2,2,3,Y,1,Double Car,Cen,Gas,2022-02-17,2022-02-22,ROYAL LEPAG
267,W5510632,Sld,38,Deloraine,Brampton,Southgate,1149999,1410000,Detached,Bungalow,3,1,2,N,1,Double Car,Cen,Gas,2022-02-23,2022-02-27,HOMELIFE/MI
268,W5545276,Sld,83,White Tail,Brampton,Fletcher's Creek,1149999,1471005,Detached,2 1/2 Storey,4,1,5,Y,1,Double Car,Cen,Gas,2022-03-22,2022-03-29,RE/MAX REAL
269,W5512044,Sld,37,Cookview,Brampton,Sandringham,1399800,1750000,Detached,2-Storey,4,0,5,Y,1,Double Car,Cen,Gas,2022-02-24,2022-02-27,HOMELIFE LA
270,W5467433,Sld,20,Denali,Brampton,Brampton E,1399900,1781000,Detached,2-Storey,5,1,5,Y,1,Double Car,Cen,Gas,2022-01-08,2022-01-10,RE/MAX REAL
271,W5472262,Sld,1,Abbotsbury,Brampton,Credit Valley,1399900,1637000,Detached,2-Storey,4,1,4,Y,1,Double Car,Cen,Gas,2022-01-14,2022-01-18,ROYAL LEPAG
272,W5493044,Sld,33,Buick,Brampton,Fletcher's Creek,1399900,1665000,Detached,2-Storey,4,0,3,Y,1,Double Car,Cen,Gas,2022-02-07,2022-02-12,RE/MAX REAL
273,W5493359,Sld,45,Delphinium,Brampton,Northwest,1399900,1700000,Detached,2-Storey,4,1,4,Y,1,Double Car,Cen,Gas,2022-02-07,2022-02-10,VANGUARD RE
274,W5498342,Sld,106,Iceland Po,Brampton,Northwest,1399900,1600000,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2022-02-11,2022-02-13,RE/MAX REAL
275,W5498422,Sld,19,Dovergreen,Brampton,Fletcher's Creek,1399900,1570000,Detached,Bungalow,3,1,3,Y,1,Double Car,Cen,Gas,2022-02-11,2022-02-15,RE/MAX REAL
276,W5509382,Sld,58,Vanderbrin,Brampton,Sandringham,1399900,1500000,Detached,2-Storey,3,0,3,Y,1,Double Car,Cen,Gas,2022-02-22,2022-03-01,HOMELIFE/MI
277,W5510361,Sld,15,Goreridge,Brampton,Brampton E,1399900,1650000,Detached,2-Storey,4,3,4,Y,1,Double Car,Cen,Gas,2022-02-23,2022-03-02,SAM MCDADI
278,W5513022,Sld,317,Brisdale,Brampton,Fletcher's Creek,1399900,1465000,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2022-02-24,2022-03-08,SAVE MAX PI
279,W5528803,Sld,7,Georgian,Brampton,Credit Valley,1399900,1575000,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2022-03-09,2022-03-14,RE/MAX REAL
280,W5529382,Sld,297,Fathertobi,Brampton,Sandringham,1399900,1500000,Detached,2-Storey,4,1,4,Y,1,Double Car,Cen,Gas,2022-03-09,2022-03-21,HOMELIFE GA
281,W5532408,Sld,4,Gabrielle,Brampton,Fletcher's Creek,1399900,1500000,Detached,2-Storey,4,0,3,Y,1,Double Car,Cen,Gas,2022-03-11,2022-03-16,RE/MAX GOLD
282,W5479750,Sld,136,Lockwood,Brampton,Fletcher's Creek,1399905,1540000,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2022-01-24,2022-02-06,RE/MAX REAL
283,W5487862,Sld,18,Sandway,Brampton,Fletcher's Creek,1399990,1765000,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2022-02-02,2022-02-04,RE/MAX REAL
284,W5490922,Sld,45,Spencer,Brampton,Fletcher's Creek,1399990,1598000,Detached,2-Storey,4,2,4,N,1,Double Car,Cen,Gas,2022-02-04,2022-02-12,HOMELIFE/MI
285,W5467008,Sld,110,Edenbrook,Brampton,Fletcher's Creek,1399999,1505000,Detached,2-Storey,3,0,4,Y,1,Double Car,Cen,Gas,2022-01-07,2022-01-11,HOMELIFE
286,W5481808,Sld,4,Gold Park,Brampton,Fletcher's Creek,1399999,1445000,Detached,2-Storey,3,0,4,Y,1,Double Car,Cen,Gas,2022-01-25,2022-01-25,HOMELIFE/MI
