#,Listing ID,Listing Class,Street Number,Street Name,Municipality,Community,List Price,Sold Price,Type,Style,Bed Room,Extra Space,Wash Room,Family Room,Kitchen,Garage Type,A/C,Heat Type,Contract Date,Sold Date,List Brokerage
697,W5548393,Sld,126,Edenbrook,Brampton,Fletcher's Creek,1099000,1175000,Detached,Bungalow-Raised,2,2,3,Y,1,Double Car,Cen,Gas,2022-03-24,2022-04-05,"EXP REALTY,"
698,W5661361,Sld,67,Narrow Val,Brampton,Sandringham,1099900,1201000,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2022-06-15,2022-06-21,SAVE MAX
699,W5608093,Sld,50,Tanager,Brampton,Heart Lake,1149000,1020000,Detached,Backsplit,4,0,3,Y,1,Double Car,Cen,Gas,2022-05-07,2022-05-11,SUTTON GROU
700,W5628102,Sld,4,Margate,Brampton,Southgate,1169900,1280000,Detached,2-Storey,4,1,4,Y,1,Double Car,Cen,Gas,2022-05-21,2022-05-22,RE/MAX REAL
701,W5636017,Sld,21,Marshmarig,Brampton,Fletcher's Creek,1189900,1174500,Detached,2-Storey,4,0,3,Y,1,Double Car,Cen,Gas,2022-05-27,2022-06-03,CENTURY 21
702,W5637902,Sld,36,Malcolm,Brampton,Central Park,1190000,1100000,Detached,Backsplit,3,0,3,Y,1,Double Car,Cen,Gas,2022-05-30,2022-06-02,ROYAL LEPAG
703,W5638160,Sld,45,Abell,Brampton,Madoc,1199000,1325000,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2022-05-30,2022-06-08,HOMELIFE/MI
704,W5812981,Sld,50,Stillwater,Brampton,Brampton W,699900,925000,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2022-11-01,2022-11-09,COLDWELL BA
705,W5799429,Sld,56,Ferri,Brampton,Heart Lake,849900,852000,Detached,2-Storey,3,0,2,N,1,Double Car,Cen,Gas,2022-10-18,2022-10-23,IPRO REALTY
706,W5808448,Sld,171,Queen Mary,Brampton,Fletcher's Creek,929990,969000,Detached,2-Storey,3,1,3,N,1,Double Car,Cen,Gas,2022-10-27,2022-11-15,RE/MAX PREM
707,W5789788,Sld,82,Metzak,Brampton,Heart Lake,949999,910000,Detached,2-Storey,3,0,3,N,1,Double Car,Cen,Gas,2022-10-10,2022-10-11,RE/MAX REAL
708,W5832822,Sld,12,Jefferson,Brampton,Northgate,950000,932000,Detached,Bungalow-Raised,3,1,3,N,1,Double Car,Cen,Gas,2022-11-21,2022-12-16,KELLER WILL
709,W5793135,Sld,54,Epsom Down,Brampton,Southgate,998000,1080000,Detached,Bungalow,3,3,2,N,1,Double Car,Cen,Gas,2022-10-13,2022-10-27,HOMELIFE/MI
710,W5781486,Sld,6,Villadowns,Brampton,Sandringham,999000,1490000,Detached,2-Storey,4,3,5,Y,1,Double Car,Cen,Gas,2022-10-01,2022-10-07,RE/MAX REAL
711,W5810592,Sld,5,Conklin,Brampton,Fletcher's Creek,999000,1260000,Detached,2-Storey,4,1,6,Y,1,Double Car,Cen,Gas,2022-10-29,2022-11-16,SKILL REALT
712,W5782388,Sld,9,National,Brampton,Snelgrove,999900,1050000,Detached,2-Storey,3,1,4,N,1,Double Car,Cen,Gas,2022-10-03,2022-10-07,RE/MAX HALL
713,W5791501,Sld,13,Ivybridge,Brampton,Madoc,999900,1024999,Detached,2-Storey,4,0,4,Y,1,Double Car,Cen,Gas,2022-10-09,2022-10-10,CENTURY 21
714,W5794646,Sld,17,Homewood,Brampton,Sandringham,999900,1038500,Detached,2-Storey,4,0,3,Y,1,Double Car,Cen,Gas,2022-10-14,2022-10-21,RE/MAX REAL
715,W5807976,Sld,30,Ash,Brampton,Snelgrove,999999,975000,Detached,Bungalow,3,1,2,N,1,Double Car,Cen,Gas,2022-10-22,2022-11-25,ROYAL LEPAG
716,W5852612,Sld,37,Horizon,Brampton,Vales of Caclemore,999999,1252000,Detached,2-Storey,4,0,4,Y,1,Double Car,Cen,Gas,2022-12-16,2022-12-29,RE/MAX GOLD
717,W5818075,Sld,6,Meridian,Brampton,Central Park,1000000,970000,Detached,Bungalow-Raised,3,1,3,Y,1,Double Car,Cen,Gas,2022-11-05,2022-11-18,RE/MAX REAL
718,W5843277,Sld,34,Fenflower,Brampton,Snelgrove,1049000,1040000,Detached,2-Storey,3,1,3,Y,1,Double Car,Cen,Gas,2022-12-04,2022-12-22,RE/MAX REAL
719,W5754758,Sld,7,Mitchell,Brampton,Heart Lake,1089000,1020000,Detached,2-Storey,3,0,4,Y,1,Double Car,Cen,Gas,2022-09-07,2022-10-12,HOMELIFE SU
720,W5824272,Sld,22,Ladin,Brampton,Westgate,1098800,1060000,Detached,Bungalow-Raised,4,0,3,Y,1,Double Car,Cen,Gas,2022-11-11,2022-11-21,RE/MAX REAL
721,W5780112,Sld,20,Princeton,Brampton,Northgate,1099000,1030000,Detached,Backsplit,4,1,3,Y,1,Double Car,Cen,Gas,2022-09-30,2022-10-26,RE/MAX REAL
722,W5835416,Sld,29,Personna,Brampton,Credit Valley,1099999,1155000,Detached,2-Storey,4,0,4,Y,1,Double Car,Cen,Gas,2022-11-24,2022-12-05,REBEL REAL
723,W5829282,Sld,3,Lagrotto,Brampton,Madoc,1100000,1090000,Detached,2-Storey,4,2,3,Y,1,Double Car,Cen,Gas,2022-11-17,2022-12-08,EXECUTIVE
724,W5766845,Sld,16,Kim,Brampton,Fletcher's Creek,1149000,1050000,Detached,Backsplit,4,2,4,Y,1,Double Car,Cen,Gas,2022-09-17,2022-12-20,BETTER HOME
725,W5823690,Sld,22,Tanvalley,Brampton,Fletcher's Creek,1149000,1100000,Detached,Bungalow,3,0,3,Y,1,Double Car,Cen,Gas,2022-11-11,2022-11-19,RE/MAX REAL
726,W5813577,Sld,33,Eatonville,Brampton,Northwest,1159500,1180000,Detached,2-Storey,4,1,3,Y,1,Double Car,Cen,Gas,2022-11-02,2022-11-03,HOUSESIGMA
727,W5823401,Sld,13,Sandy Beac,Brampton,Fletcher's Creek,1175000,1100000,Detached,2-Storey,3,1,4,Y,1,Double Car,Cen,Gas,2022-11-10,2022-11-28,IPRO REALTY
728,W5782236,Sld,48,Gabrielle,Brampton,Fletcher's Creek,1189000,1200000,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2022-10-03,2022-10-08,RE/MAX REAL
729,W5843069,Sld,82,Crown Vict,Brampton,Fletcher's Creek,1189900,1025000,Detached,2-Storey,4,1,4,Y,1,Double Car,Cen,Gas,2022-12-03,2022-12-18,RE/MAX WEST
730,W5798440,Sld,168,Queen Mary,Brampton,Fletcher's Creek,1199000,1320000,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2022-10-18,2022-10-19,HOMELIFE SI
731,W5853449,Sld,7,Sativa,Brampton,Brampton E,1199000,1085000,Detached,2-Storey,4,0,3,Y,1,Double Car,Cen,Gas,2022-12-18,2022-12-22,CENTURY 21
732,W5794763,Sld,187,Valleyway,Brampton,Credit Valley,1199900,1185000,Detached,2-Storey,4,0,3,Y,1,Double Car,Cen,Gas,2022-10-14,2022-12-09,RE/MAX REAL
733,W5798132,Sld,84,Albright,Brampton,Fletcher's Creek,1199900,1135000,Detached,2-Storey,4,1,4,Y,1,Double Car,Cen,Gas,2022-10-17,2022-12-06,RE/MAX REAL
734,W5812308,Sld,16,Blackthorn,Brampton,Brampton N,1199900,1150000,Detached,Backsplit,4,1,3,Y,1,Double Car,Cen,Gas,2022-11-01,2022-11-11,IPRO REALTY
735,W5826946,Sld,8,La France,Brampton,Westgate,1199900,1100000,Detached,2-Storey,4,0,4,Y,1,Double Car,Cen,Gas,2022-11-15,2022-11-25,ROYAL LEPAG
736,W5783894,Sld,34,Northumber,Brampton,Westgate,1222500,1095000,Detached,2-Storey,4,0,3,Y,1,Double Car,Cen,Gas,2022-10-04,2022-10-28,ACCSELL REA
737,W5781323,Sld,15,Pottery,Brampton,Northgate,1224900,1224900,Detached,2-Storey,4,0,4,Y,1,Double Car,Cen,Gas,2022-10-01,2022-10-04,CITYSCAPE R
738,W5798864,Sld,24,Wild Indig,Brampton,Sandringham,1249000,1150000,Detached,2-Storey,4,1,4,Y,1,Double Car,Cen,Gas,2022-10-18,2022-11-09,RIGHT AT HO
739,W5841922,Sld,16,Peony,Brampton,Sandringham,1249900,1370000,Detached,2-Storey,4,2,5,Y,1,Double Car,Cen,Gas,2022-12-02,2022-12-04,RE/MAX REAL
740,W5771115,Sld,15,Okanagan,Brampton,Sandringham,1250000,1100000,Detached,2-Storey,4,0,4,Y,1,Double Car,Cen,Gas,2022-09-21,2022-10-21,HOMELIFE SI
741,W5791391,Sld,24,Neptune,Brampton,Westgate,1250000,1155000,Detached,2-Storey,4,0,4,Y,1,Double Car,Cen,Gas,2022-10-07,2022-11-01,CENTURY 21
742,W5798882,Sld,2,Stedford,Brampton,Northwest,1259000,1170000,Detached,2-Storey,4,1,4,Y,1,Double Car,Cen,Gas,2022-10-18,2022-11-06,ROYAL LEPAG
743,W5851023,Sld,76,Spruceland,Brampton,Sandringham,1298900,1276000,Detached,2-Storey,4,3,5,Y,1,Double Car,Cen,Gas,2022-12-14,2022-12-30,HOMELIFE SI
744,W5777707,Sld,38,Ravensclif,Brampton,Northwood,1299000,1240000,Detached,2-Storey,4,2,5,Y,1,Double Car,Cen,Gas,2022-09-28,2022-10-13,HOMELIFE/MI
745,W5781101,Sld,33,Riverbank,Brampton,Sandringham,1299000,1275000,Detached,2-Storey,4,0,4,Y,1,Double Car,Cen,Gas,2022-09-30,2022-10-11,ROYAL LEPAG
746,W5816608,Sld,5,Pantano,Brampton,Credit Valley,1299000,1225000,Detached,2-Storey,4,1,4,Y,1,Double Car,Cen,Gas,2022-11-04,2022-11-11,"EXP REALTY,"
747,W5791591,Sld,69,Beresford,Brampton,Brampton E,1299900,1249000,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2022-10-12,2022-10-26,RE/MAX REAL
748,W5846865,Sld,30,Amethyst,Brampton,Brampton E,1299900,1238500,Detached,2-Storey,3,1,5,Y,1,Double Car,Cen,Gas,2022-12-08,2022-12-19,"EXP REALTY,"
749,W5849032,Sld,25,Locarno,Brampton,Sandringham,1299900,1300000,Detached,2-Storey,4,2,5,Y,1,Double Car,Cen,Gas,2022-12-12,2022-12-13,RE/MAX REAL
750,W5765933,Sld,339,Edenbrook,Brampton,Fletcher's Creek,1339000,1215000,Detached,2-Storey,3,2,4,Y,1,Double Car,Cen,Gas,2022-09-16,2022-10-08,RE/MAX REAL
751,W5793988,Sld,66,Tysonville,Brampton,Northwest,1349900,1400000,Detached,2-Storey,4,1,4,Y,1,Double Car,Cen,Gas,2022-10-13,2022-10-14,RE/MAX REAL
752,W5854537,Sld,9,Locarno,Brampton,Sandringham,1349900,1300000,Detached,2-Storey,4,2,5,Y,1,Double Car,Cen,Gas,2022-12-20,2022-12-30,CENTURY 21
753,W5835237,Sld,98,Speedwell,Brampton,Credit Valley,1349999,1387000,Detached,2-Storey,4,3,5,Y,1,Double Car,Cen,Gas,2022-11-22,2022-11-30,ROYAL LEPAG
754,W5774406,Sld,60,Major Will,Brampton,Northwood,1350000,1256000,Detached,2-Storey,5,1,4,Y,1,Double Car,Cen,Gas,2022-09-24,2022-10-04,GROUP
755,W5778846,Sld,36,Blaketon,Brampton,Vales of Caclemore,1375000,1220000,Detached,Bungaloft,3,0,3,Y,1,Double Car,Cen,Gas,2022-09-29,2022-10-02,RE/MAX NOBL
756,W5820597,Sld,34,Billancour,Brampton,Vales of Caclemore,1379900,1300000,Detached,2-Storey,4,0,4,Y,1,Double Car,Cen,Gas,2022-11-08,2022-11-19,SAVE MAX EL
757,W5729252,Sld,8,Onyx,Brampton,Brampton E,1399000,1250000,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2022-08-11,2022-10-15,SUTTON GROU
758,W5804384,Sld,102,Vintage,Brampton,Fletcher's Creek,1399000,1300000,Detached,2-Storey,4,1,4,Y,1,Double Car,Cen,Gas,2022-10-24,2022-12-22,RE/MAX REAL
759,W5742246,Sld,91,Botavia Do,Brampton,Fletcher's Creek,1399700,1277000,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2022-08-24,2022-10-31,CENTURY
760,W5794108,Sld,51,Cobblehill,Brampton,Brampton E,1399900,1330000,Detached,2-Storey,4,1,4,Y,1,Double Car,Cen,Gas,2022-10-13,2022-10-16,RE/MAX REAL
761,W5798335,Sld,4,Janetville,Brampton,Brampton E,1439900,1410000,Detached,2-Storey,4,0,5,Y,1,Double Car,Cen,Gas,2022-10-18,2022-10-28,ROYAL LEPAG
762,W5781298,Sld,13,Perkins,Brampton,Northwest,1449000,1350000,Detached,2-Storey,4,3,5,Y,1,Double Car,Cen,Gas,2022-09-30,2022-11-25,CENTURY 21
763,W5838876,Sld,11,Welland,Brampton,Sandringham,1449000,1380000,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2022-11-29,2022-12-15,RE/MAX REAL
764,W5715982,Sld,49,Dells,Brampton,Fletcher's Creek,1449813,1325000,Detached,2-Storey,4,0,4,Y,1,Double Car,Cen,Gas,2022-08-01,2022-10-20,CENTURY 21
765,W5838948,Sld,20,Sliprock,Brampton,Credit Valley,1475000,1355000,Detached,2-Storey,4,0,4,Y,1,Double Car,Cen,Gas,2022-11-28,2022-12-29,REAL
766,W5781067,Sld,6,Stonecrest,Brampton,Sandringham,1489900,1430000,Detached,2-Storey,4,0,4,Y,1,Double Car,Cen,Gas,2022-09-30,2022-10-26,RE/MAX GOLD
767,W5808229,Sld,14,Summitgree,Brampton,Sandringham,1499000,1435000,Detached,2-Storey,4,3,6,Y,1,Double Car,Cen,Gas,2022-10-27,2022-11-01,WEST
768,W5579749,Sld,7,Braddock,Brampton,Fletcher's Creek,1780000,1850000,Detached,2-Storey,5,2,6,Y,1,Double Car,Cen,Gas,2022-04-16,2022-04-25,"EXP REALTY,"
769,W5553211,Sld,6,Orangeblos,Brampton,Credit Valley,1799000,1715000,Detached,2-Storey,4,1,5,Y,1,Double Car,Cen,Gas,2022-03-28,2022-04-06,SAVE MAX FI
770,W5630537,Sld,51,Monument,Brampton,Northwest,1799000,1750000,Detached,2-Storey,5,3,5,Y,1,Double Car,Cen,Gas,2022-05-24,2022-06-18,RE/MAX GOLD
771,W5578817,Sld,32,Dovergreen,Brampton,Fletcher's Creek,1799900,1715000,Detached,2-Storey,5,2,5,Y,1,Double Car,Cen,Gas,2022-04-14,2022-05-02,ROYAL LEPAG
772,W5625935,Sld,5,Hespeler,Brampton,Brampton W,1799900,1830000,Detached,2-Storey,3,3,4,Y,1,Double Car,Cen,Gas,2022-05-19,2022-05-23,RE/MAX REAL
773,W5557386,Sld,7,Deseronto,Brampton,Credit Valley,1799913,1800000,Detached,2-Storey,4,0,4,Y,1,Double Car,Cen,Gas,2022-03-31,2022-04-20,ESTATE #1 R
774,W5579225,Sld,51,Timbercove,Brampton,Credit Valley,1799999,1751000,Detached,2-Storey,4,0,4,Y,1,Double Car,Cen,Gas,2022-04-14,2022-05-05,HOMELIFE/MI
775,W5622063,Sld,63,Gallucci,Brampton,Brampton E,1799999,1812500,Detached,2-Storey,5,3,6,N,1,Double Car,Cen,Gas,2022-05-17,2022-05-19,CENTURY 21
776,W5617992,Sld,123,Don Minake,Brampton,Brampton E,1829000,1800000,Detached,2-Storey,4,2,5,Y,1,Double Car,Cen,Gas,2022-05-13,2022-05-21,RE/MAX REAL
777,W5613962,Sld,68,Mossgrove,Brampton,Northwest,1850000,1850000,Detached,2-Storey,4,2,6,Y,1,Double Car,Cen,Gas,2022-05-11,2022-05-16,SUTTON GROU
778,W5574572,Sld,25,Kerrigan,Brampton,Sandringham,1875999,1891000,Detached,2-Storey,4,2,5,Y,1,Double Car,Cen,Gas,2022-04-12,2022-05-27,PROPERTY.CA
779,W5559385,Sld,35,Kempsford,Brampton,Northwest,1879000,1830000,Detached,2-Storey,4,0,4,Y,1,Double Car,Cen,Gas,2022-04-01,2022-04-07,RE/MAX REAL
780,W5552674,Sld,123,Russell Cr,Brampton,Sandringham,1899000,1950000,Detached,2-Storey,4,3,6,Y,1,Double Car,Cen,Gas,2022-03-28,2022-04-05,HOMELIFE/MI
781,W5573001,Sld,22,Fann,Brampton,Northwest,1899000,1830000,Detached,2-Storey,4,2,5,Y,1,Double Car,Cen,Gas,2022-04-11,2022-04-25,ROYAL CANAD
782,W5600497,Sld,21,Buttonwood,Brampton,Toronto Go,1899000,1930000,Detached,2-Storey,4,2,6,Y,1,Double Car,Cen,Gas,2022-05-03,2022-05-04,HOMELIFE/MI
783,W5554399,Sld,177,Whitwell,Brampton,Vales of Caclemore,1899900,2200000,Detached,2-Storey,5,2,5,Y,1,Double Car,Cen,Gas,2022-03-29,2022-04-03,TRI-CITY
784,W5571674,Sld,50,Workgreen,Brampton,Brampton W,1899900,1750000,Detached,2-Storey,4,0,4,Y,1,Double Car,Cen,Gas,2022-04-09,2022-04-20,SAVE MAX FI
785,W5607826,Sld,18,Fieldview,Brampton,Vales of Caclemore,1970000,1835000,Detached,2-Storey,5,0,3,Y,1,Double Car,Cen,Gas,2022-05-06,2022-06-15,INTERCITY
786,W5612981,Sld,10,Rankin,Brampton,Vales of Caclemore,1998800,1950000,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2022-05-11,2022-05-17,HOMELIFE/BA
787,W5571435,Sld,11,Moss,Brampton,Sandringham,1999000,1865000,Detached,2-Storey,4,3,5,Y,1,Double Car,Cen,Gas,2022-04-08,2022-04-22,RE/MAX
788,W5558992,Sld,14,Astrantia,Brampton,Credit Valley,1999800,2350000,Detached,2-Storey,4,2,5,Y,1,Double Car,Cen,Gas,2022-03-31,2022-04-04,RE/MAX REAL
789,W5550023,Sld,37,Monument,Brampton,Northwest,1999900,2240000,Detached,2-Storey,4,0,4,Y,1,Double Car,Cen,Gas,2022-03-24,2022-04-14,RE/MAX GOLD
790,W5560210,Sld,35,Louvre,Brampton,Vales of Caclemore,1999900,2300000,Detached,2-Storey,4,1,4,Y,1,Double Car,Cen,Gas,2022-04-01,2022-04-08,HOMELIFE SI
791,W5565805,Sld,7,Idaho,Brampton,Brampton E,1999900,2050000,Detached,2-Storey,5,2,6,Y,1,Double Car,Cen,Gas,2022-04-06,2022-04-07,RE/MAX REAL
792,W5581918,Sld,610,Queen Mary,Brampton,Northwest,1999900,1935000,Detached,2-Storey,4,2,5,Y,1,Double Car,Cen,Gas,2022-04-19,2022-04-22,RE/MAX REAL
793,W5548321,Sld,45,Roulette,Brampton,Northwest,1999913,2200000,Detached,3-Storey,4,2,5,Y,1,Double Car,Cen,Gas,2022-03-23,2022-04-19,ESTATE R
794,W5565017,Sld,89,Olivia Mar,Brampton,Brampton W,1999999,1910000,Detached,2-Storey,4,1,5,Y,1,Double Car,Cen,Gas,2022-04-05,2022-04-13,HOMELIFE MA
795,W5572775,Sld,72,Canary,Brampton,Credit Valley,2050000,2035000,Detached,2-Storey,4,1,5,Y,1,Double Car,Cen,Gas,2022-04-11,2022-04-22,SAVE MAX PR
796,W5604266,Sld,59,Louvain,Brampton,Vales of Caclemore,2149000,2050000,Detached,2-Storey,4,0,3,Y,1,Double Car,Cen,Gas,2022-05-05,2022-05-26,IPRO REALTY
797,W5664675,Sld,27,Observator,Brampton,Toronto Go,2149000,2045000,Detached,2-Storey,4,2,6,Y,1,Double Car,Cen,Gas,2022-06-17,2022-06-30,HOMELIFE/MI
798,W5603379,Sld,87,Louvain,Brampton,Vales of Caclemore,2249999,2159500,Detached,2-Storey,5,3,6,Y,1,Double Car,Cen,Gas,2022-05-04,2022-05-23,HOMELIFE SU
799,W5636269,Sld,4,Cloncurry,Brampton,Toronto Go,2289000,2240000,Detached,2-Storey,5,3,6,Y,1,Double Car,Cen,Gas,2022-05-27,2022-05-28,CENTURY 21
800,W5615938,Sld,34,Legendary,Brampton,Brampton W,2299900,2380000,Detached,2-Storey,4,2,5,Y,1,Double Car,Cen,Gas,2022-05-12,2022-05-23,RE/MAX REAL
801,W5594505,Sld,167,Russell Cr,Brampton,Sandringham,2399888,2255000,Detached,2-Storey,4,2,5,Y,1,Double Car,Cen,Gas,2022-04-28,2022-05-10,CENTURY 21
802,W5556127,Sld,42,Agincourt,Brampton,Credit Valley,2499900,2415000,Detached,2-Storey,5,1,5,Y,1,Double Car,Cen,Gas,2022-03-30,2022-04-04,ROYAL STAR
803,W5619529,Sld,137,Latania,Brampton,Vales of Caclemore,2499990,2350000,Detached,2-Storey,4,2,7,Y,1,Double Car,Cen,Gas,2022-05-16,2022-05-24,CENTURY 21
804,W5560140,Sld,4,Adamsville,Brampton,Credit Valley,2499999,2390000,Detached,2-Storey,5,1,5,Y,1,Double Car,Cen,Gas,2022-04-01,2022-04-13,ECLAT REALT
805,W7287282,Sld,164,Binder Twi,Brampton,Fletcher's Creek,995000,970000,Detached,2-Storey,4,0,3,Y,1,Double Car,Cen,Gas,2023-11-08,2023-11-09,ROYAL LEPAG
806,W7235424,Sld,80,Trudelle,Brampton,Fletcher's Creek,999900,950000,Detached,2-Storey,4,0,3,Y,1,Double Car,Cen,Gas,2023-10-20,2023-11-07,RE/MAX EXPE
807,W7043862,Sld,10,Pepperwood,Brampton,Northgate,1049000,1003000,Detached,Bungalow-Raised,3,1,2,N,1,Double Car,Cen,Gas,2023-09-29,2023-10-17,ROYAL LEPAG
808,W7236886,Sld,36,Hiberton,Brampton,Fletcher's Creek,1098000,1065000,Detached,Bungalow-Raised,3,1,3,Y,1,Double Car,Cen,Gas,2023-10-20,2023-11-14,CENTURY 21
809,W7215508,Sld,9,Chiltern,Brampton,Avondale,1099000,1015000,Detached,Sidesplit,3,2,3,Y,1,Double Car,Cen,Gas,2023-10-13,2023-11-09,RE/MAX GOLD
810,W7247168,Sld,23,Chestermer,Brampton,Fletcher's Creek,1099000,1190000,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2023-10-25,2023-11-05,ROYAL LEPAG
811,W7045728,Sld,52,Penbridge,Brampton,Fletcher's Creek,1099900,1031000,Detached,2-Storey,3,1,4,Y,1,Double Car,Cen,Gas,2023-09-28,2023-11-03,RE/MAX REAL
812,W7228856,Sld,40,Gibbs,Brampton,Northwest,1099900,1115000,Detached,2-Storey,4,0,3,Y,1,Double Car,Cen,Gas,2023-10-18,2023-11-02,CITYSCAPE
813,W7283544,Sld,65,Begonia,Brampton,Northwest,1099900,1105000,Detached,2-Storey,4,0,3,Y,1,Double Car,Cen,Gas,2023-11-08,2023-11-12,RE/MAX REAL
814,W7245728,Sld,12,Needlewood,Brampton,Sandringham,1100000,1150000,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2023-10-25,2023-10-30,RE/MAX REAL
815,W7056446,Sld,48,Charleswoo,Brampton,Fletcher's Creek,1125000,1050000,Detached,2-Storey,4,0,3,N,1,Double Car,Cen,Gas,2023-10-04,2023-11-06,RE/MAX REAL
816,W7206162,Sld,38,Parkside,Brampton,Brampton S,1149900,1145500,Detached,2-Storey,4,1,4,Y,1,Double Car,Cen,Gas,2023-10-11,2023-10-16,SAVE MAX EL
817,W7062504,Sld,208,Rutherford,Brampton,Madoc,1178000,1140000,Detached,2-Storey,4,1,4,Y,1,Double Car,Cen,Gas,2023-10-06,2023-10-12,RE/MAX REAL
818,W6769512,Sld,6,Lupin,Brampton,Westgate,1199000,1107000,Detached,2-Storey,4,1,4,Y,2,Double Car,Cen,Gas,2023-08-25,2023-10-16,HOMELIFE/RE
819,W7209316,Sld,13,Bramtrail,Brampton,Northwest,1199000,1180000,Detached,2-Storey,4,0,4,Y,1,Double Car,Cen,Gas,2023-10-11,2023-10-17,KELLER WILL
820,W7255756,Sld,24,Lombardy,Brampton,Queen Street,1239000,1165000,Detached,2-Storey,4,0,4,Y,1,Double Car,Cen,Gas,2023-10-28,2023-11-09,ROYAL LEPAG
821,W7051524,Sld,10,Henry Vers,Brampton,Fletcher's Creek,1239900,1160000,Detached,2-Storey,5,1,4,Y,1,Double Car,Cen,Gas,2023-10-03,2023-10-19,RE/MAX REAL
822,W7282304,Sld,25,Charger,Brampton,Fletcher's Creek,1240000,1240000,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2023-11-08,2023-11-16,RE/MAX EXPE
823,W7056242,Sld,9,Kootenay,Brampton,Sandringham,1299000,1250000,Detached,2-Storey,4,1,5,Y,1,Double Car,Cen,Gas,2023-10-04,2023-10-18,RE/MAX REAL
824,W6772502,Sld,32,Dunvegan,Brampton,Fletcher's Creek,1299900,1225000,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2023-08-28,2023-10-01,CENTURY 21
825,W7237422,Sld,86,Game Creek,Brampton,Northwest,1338800,1270000,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2023-10-21,2023-10-30,ROYAL LEPAG
826,W7255636,Sld,146,Lockwood,Brampton,Fletcher's Creek,1348998,1265000,Detached,2-Storey,4,2,6,Y,1,Double Car,Cen,Gas,2023-10-28,2023-11-10,RE/MAX REAL
827,W7221952,Sld,105,Bonistel,Brampton,Fletcher's Creek,1349000,1260000,Detached,2-Storey,4,0,3,Y,1,Double Car,Cen,Gas,2023-10-16,2023-10-31,ROYAL LEPAG
828,W7257450,Sld,9,Amy,Brampton,Brampton E,1349900,1400000,Detached,3-Storey,4,1,4,Y,1,Double Car,Cen,Gas,2023-10-30,2023-11-10,RE/MAX REAL
829,W7003196,Sld,4,Portrush,Brampton,Credit Valley,1389900,1370000,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2023-09-15,2023-10-05,SAVE MAX PR
830,W7255152,Sld,22,Attview,Brampton,Brampton E,1399000,1385000,Detached,2-Storey,4,2,4,Y,2,Double Car,Cen,Gas,2023-10-27,2023-11-01,HOMELIFE SU
831,W7029606,Sld,20,Denim,Brampton,Brampton E,1399900,1351000,Detached,2-Storey,4,0,5,Y,1,Double Car,Cen,Gas,2023-09-25,2023-10-01,RE/MAX GOLD
832,W7050154,Sld,15,Cobblehill,Brampton,Brampton E,1399999,1365000,Detached,2-Storey,5,2,5,N,1,Double Car,Cen,Gas,2023-10-02,2023-10-06,RE/MAX REAL
833,W7221260,Sld,86,Monkton,Brampton,Credit Valley,1399999,1360000,Detached,2-Storey,4,0,4,Y,1,Double Car,Cen,Gas,2023-10-16,2023-11-02,HOMELIFE/MI
834,W7027468,Sld,206,Bellchase,Brampton,Brampton E,1449900,1445000,Detached,2-Storey,4,0,4,Y,1,Double Car,Cen,Gas,2023-09-24,2023-11-03,RE/MAX REAL
835,W7227748,Sld,88,Royal Link,Brampton,Vales of Caclemore,1469900,1435000,Detached,2-Storey,4,0,4,Y,1,Double Car,Cen,Gas,2023-10-18,2023-11-09,ROYAL LEPAG
836,W7062486,Sld,29,Angelgate,Brampton,Credit Valley,1499400,1425000,Detached,2-Storey,4,1,5,Y,1,Double Car,Cen,Gas,2023-10-06,2023-11-04,PROFIT MAKE
837,W7243544,Sld,85,Revelstoke,Brampton,Sandringham,1549900,1500000,Detached,2-Storey,4,2,5,Y,1,Double Car,Cen,Gas,2023-10-24,2023-10-27,RE/MAX GOLD
838,W7032078,Sld,26,Ferdinand,Brampton,Brampton W,1569900,1515000,Detached,2-Storey,4,2,5,Y,1,Double Car,Cen,Gas,2023-09-26,2023-10-12,RE/MAX REAL
839,W7229072,Sld,271,Elbern Mar,Brampton,Credit Valley,1649900,1580000,Detached,2-Storey,5,3,6,Y,1,Double Car,Cen,Gas,2023-10-18,2023-10-23,SOURCE 4 RE
840,W7004622,Sld,45,Interlacke,Brampton,Credit Valley,1689000,1577500,Detached,2-Storey,5,1,5,Y,1,Double Car,Cen,Gas,2023-09-15,2023-10-10,RE/MAX REAL
